0.005101618545943519, 1898.9632229166984
0.005718556314051901, 2831.232202281496
0.006410129560678371, 4235.744546688464
0.007185436741045177, 6402.801505905241
0.008054443908797115, 9612.130206332437
0.009028177313057132, 13989.791148488655
0.01011962917849313, 20361.174076626274
0.011342979086323077, 29532.42210447698
0.012859972090454112, 44005.684419379875
0.014579867685301298, 65647.31046695665
0.01652941719269714, 96315.82309708318
0.01895498502195036, 148120.30466602484
0.021983542554020248, 217567.36116040483
0.025787658986102996, 322469.94770165783
0.030478493145894733, 459635.83137724915
0.03548241831074916, 675784.7635756751
0.0431648015888534, 1020762.4473094243
0.0499728637751475, 1475754.3923599
0.06344845051743607, 2407270.7845573365
0.07730808462002144, 3826178.9540960887
0.09453155900594261, 5140719.835030505
0.11087232725512242, 6773189.099414984
0.1330398248670541, 9607245.73307434
0.16896976992072757, 13505205.251199171
0.2146302028629613, 20865233.749676935
0.26647030562170365, 29343536.976104226
0.31615136027541574, 43280357.89486147
0.37933692428227844, 58436397.41012399
0.4552349599967412, 90705876.21053332
0.5401450025585364, 140569202.84670302
0.6263697309088034, 188075953.5414504
0.7101104715946526, 271759449.03524417
0.8050031364516821, 376999894.9521813
0.9336099405384714, 547706334.579837
1.0952430337701928, 856307741.1564988
1.2416283517742408, 1207575275.6899211
1.4401638058032222, 1921145354.5695722
1.708843817179997, 3059530860.335439
1.9373170619506688, 4445276259.860023
2.247087520724737, 7059953618.3384495
2.666375947614193, 11458191069.606987
3.0574834816863454, 16927289962.916142
3.506227525877984, 26490361072.49556
4.208200108262734, 44517168031.261406
4.771174563728467, 68203511715.268105
5.533097479210642, 94902761910.93828
6.345332433006999, 151137308762.18674
7.128814299886517, 224377472775.23227
8.155301824280189, 313020563577.9831
9.567587597932585, 504358288424.10657
10.812109014548556, 758102455979.1675
12.294964804085911, 940038611488.4065
24.401651899409824, 107.87031754543074
