0.00503204495942345, 319.1043224731691
0.00594048927535258, 513.170366178878
0.006821372349204668, 846.3799998854162
0.007619826044375398, 1338.9382961641518
0.00875021342062819, 2302.3589756505366
0.010327526750582766, 3642.237061878958
0.011859596616585694, 6262.975086221582
0.01399818242681614, 10329.6238483709
0.01698249608259493, 16341.039435509747
0.020045980486415017, 28099.083373437734
0.023658158519341672, 42636.217796929355
0.027921231635719114, 64694.17681238739
0.03205974496093361, 102343.52286756215
0.04370270550585369, 169164.65622418575
0.052680831958801806, 267029.56983288634
0.06475789894216265, 426696.20555900835
0.08421568692478251, 696720.116400608
0.1056906303864016, 1101699.072897113
0.13080515336311668, 1661568.4581124256
0.16292337601039786, 2299019.380895835
0.19110213385074168, 3223024.0209868574
0.23456404493972577, 4323315.878137142
0.29457144963011456, 6476346.87770653
0.36163667253302395, 10082572.633386316
0.44394928263603606, 15137734.531068658
0.5157316402347617, 22671647.68329336
0.6039221141219054, 30700025.876768254
0.7084564194266545, 46942203.4903241
0.8031284191241843, 65143273.9067149
0.9402152806279664, 100884053.06607184
1.1052992053221085, 160563756.97134152
1.2530314513161274, 226819052.40677017
1.4534003564995959, 362742973.07008344
1.6855766233492928, 522755278.67165107
1.889296457314925, 743995538.2376716
2.1224908254120662, 1072058101.0294036
2.359962524327803, 1428582362.5729334
2.7843296033337657, 2245555804.406166
3.1563841303180964, 3101959910.475213
3.578762115693698, 4869677815.41492
4.295081628270316, 7936218030.848057
4.869239636969151, 11359984030.825798
5.52060118678615, 17293096143.87462
6.403207728654851, 27083248211.210033
7.259098410843914, 38457032003.62376
8.230016312532747, 57814758643.36833
9.654941133629087, 91003668308.2347
10.568189137027307, 124327558274.6538
12.133273056751946, 180944452014.04715
15.555514283758168, 324389208757.4054
18.35955103744789, 513170366178.878
